symbol,provider,published_at,headline,url,source,summary,raw_id
TSLA,benzinga,"Thu, 01 Jan 2026 15:32:11 -0400",Elon Musk's 2025: From Trump Power Broker To Tesla Turmoil,https://www.benzinga.com/markets/tech/26/01/49660597/elon-musks-2025-from-trump-power-broker-to-tesla-turmoil,Benzinga,,49660597
TSLA,benzinga,"Thu, 01 Jan 2026 14:51:54 -0400","Consumer Tech News (Dec 22-26): Trump Ends ""Woke"" Policies at U.S. Universities, FCC Blocks Chinese Drone Competition & More",https://www.benzinga.com/markets/tech/26/01/49660465/consumer-tech-news-dec-22-26-trump-ends-woke-policies-at-u-s-universities-fcc-blocks-chinese-drone-competition-more,Benzinga,,49660465
TSLA,benzinga,"Thu, 01 Jan 2026 13:35:28 -0400",10 Consumer Discretionary Stocks Whale Activity In Today's Session,https://www.benzinga.com/insights/options/26/01/49660319/10-consumer-discretionary-stocks-whale-activity-in-todays-session,Benzinga,,49660319
TSLA,benzinga,"Thu, 01 Jan 2026 11:00:59 -0400",Industry Comparison: Evaluating Tesla Against Competitors In Automobiles Industry,https://www.benzinga.com/insights/news/26/01/49659835/industry-comparison-evaluating-tesla-against-competitors-in-automobiles-industry,Benzinga,,49659835
TSLA,benzinga,"Thu, 01 Jan 2026 04:20:39 -0400","Elon Musk Donated Over 210,000 Tesla Shares Worth Almost $100 Million: 'Part Of Year End Tax Planning,' Says Sawyer Merritt",https://www.benzinga.com/markets/tech/26/01/49659027/elon-musk-donated-over-210000-tesla-shares-worth-almost-100-million-part-of-year-end-tax-planning-says-sawyer-merritt,Benzinga,,49659027
TSLA,benzinga,"Thu, 01 Jan 2026 03:53:33 -0400","Zohran Mamdani Sworn In As New York City's Youngest Mayor In A Century, Touts 'New Era' For Big Apple",https://www.benzinga.com/news/politics/26/01/49658993/zohran-mamdani-sworn-in-as-new-york-citys-youngest-mayor-in-a-century-touts-new-era-for-big-apple,Benzinga,,49658993
TSLA,benzinga,"Thu, 01 Jan 2026 09:30:00 -0400",From Starship V3 To IPO: What Elon Musk's SpaceX Is Targeting In 2026,https://www.benzinga.com/news/space/26/01/49659528/from-starship-v3-to-ipo-what-elon-musks-spacex-is-targeting-in-2026,Benzinga,,49659528
TSLA,benzinga,"Thu, 01 Jan 2026 09:59:17 -0400",Gig Work Startup CEO Predicts These Jobs Will Survive Automation In 2026,https://www.benzinga.com/markets/tech/25/01/49659564/gig-work-startup-ceo-predicts-these-jobs-will-survive-automation-in-2026,Benzinga,,49659564
TSLA,benzinga,"Wed, 31 Dec 2025 06:05:48 -0400",Ford Opposed To Ted Cruz-Led Committee's Hearing On Auto Safety Next Month: Report (UPDATED),https://www.benzinga.com/news/politics/25/12/49644011/ford-opposed-to-ted-cruz-led-committees-hearing-on-auto-safety-next-month-report,Benzinga,,49644011
TSLA,benzinga,"Wed, 31 Dec 2025 18:06:21 -0400","Cathie Wood's Biotech Trend: Twist, Beam, CRISPR Latest Stock Picks",https://www.benzinga.com/etfs/specialty-etfs/25/12/49657695/cathie-woods-biotech-trend-twist-beam-crispr-latest-stock-picks,Benzinga,,49657695
TSLA,benzinga,"Wed, 31 Dec 2025 17:38:43 -0400","From Spike In SPY, QQQ Call Volume To Musk's Short-Seller Showdown: 2025's Most-Read Benzinga Stories",https://www.benzinga.com/markets/equities/25/12/49657356/from-spike-in-spy-qqq-call-volume-to-musks-short-seller-showdown-2025s-most-read-benzinga-stories,Benzinga,,49657356
TSLA,benzinga,"Wed, 31 Dec 2025 17:06:12 -0400","Winners, Losers, Wild Opinions: Benzinga Chat, Show Co-Host Look At 2025, 2026",https://www.benzinga.com/markets/equities/25/12/49656601/winners-losers-wild-opinions-benzinga-chat-show-co-host-look-at-2025-2026,Benzinga,,49656601
TSLA,benzinga,"Wed, 31 Dec 2025 15:22:05 -0400","Musk Says Tesla Model Y Is World's Bestselling Vehicle Again In 2025, But Grok Disagrees",https://www.benzinga.com/markets/large-cap/25/12/49654513/musk-says-tesla-model-y-is-worlds-bestselling-vehicle-again-in-2025-but-grok-disagrees,Benzinga,,49654513
TSLA,benzinga,"Wed, 31 Dec 2025 13:42:44 -0400",China's EV Stimulus Puts Nio-Heavy ETFs Back In Focus,https://www.benzinga.com/etfs/sector-etfs/25/12/49652678/china-ev-stimulus-nio-etfs-in-focus,Benzinga,,49652678
TSLA,benzinga,"Wed, 31 Dec 2025 13:35:19 -0400",10 Consumer Discretionary Stocks With Whale Alerts In Today's Session,https://www.benzinga.com/insights/options/25/12/49652497/10-consumer-discretionary-stocks-with-whale-alerts-in-todays-session,Benzinga,,49652497
TSLA,benzinga,"Wed, 31 Dec 2025 12:50:27 -0400",Michael Burry Is Not Short Tesla Stock — Despite 'Ridiculous' Valuation,https://www.benzinga.com/markets/tech/25/12/49651376/michael-burry-is-not-short-tesla-stock-despite-ridiculous-valuation,Benzinga,,49651376
TSLA,benzinga,"Wed, 31 Dec 2025 11:00:47 -0400",Comparing Tesla With Industry Competitors In Automobiles Industry,https://www.benzinga.com/insights/news/25/12/49648367/comparing-tesla-with-industry-competitors-in-automobiles-industry,Benzinga,,49648367
TSLA,benzinga,"Wed, 31 Dec 2025 07:14:45 -0400","Beating Tesla In Europe, Chinese Automakers Take Record Share Of EV Market As BYD Sales Surge",https://www.benzinga.com/markets/eurozone/25/12/49644887/beating-tesla-in-europe-chinese-automakers-take-record-share-of-ev-market-as-byd-sales-surge,Benzinga,,49644887
TSLA,benzinga,"Wed, 31 Dec 2025 04:32:11 -0400",Elon Musk Teases Tesla Cybercab Scale-Up As Robotaxi Push Accelerates,https://www.benzinga.com/markets/tech/25/12/49643557/elon-musk-teases-tesla-cybercab-scale-up-as-robotaxi-push-accelerates,Benzinga,,49643557
TSLA,benzinga,"Wed, 31 Dec 2025 02:37:13 -0400","Tesla, SpaceX Benefited Heavily From Federal Contracts, Says Ross Gerber: 'Massive Contribution...'",https://www.benzinga.com/markets/tech/25/12/49643049/tesla-spacex-benefited-heavily-from-federal-contracts-says-ross-gerber-massive-contribution,Benzinga,,49643049
TSLA,benzinga,"Wed, 31 Dec 2025 00:27:10 -0400","Elon Musk Says His 'Wealth' Is Tied To Tesla, SpaceX Shares, Criticizes 'Taker' Bernie Sanders",https://www.benzinga.com/markets/tech/25/12/49642616/elon-musk-says-his-wealth-is-tied-to-tesla-spacex-shares-criticizes-taker-bernie-sanders,Benzinga,,49642616
CHOW,benzinga,"Fri, 02 Jan 2026 13:13:49 -0400",Crude Oil Falls 1%; US Manufacturing Growth Eases In December,https://www.benzinga.com/markets/market-summary/26/01/49671500/crude-oil-falls-1-us-manufacturing-growth-eases-in-december,Benzinga,,49671500
CHOW,benzinga,"Fri, 02 Jan 2026 13:11:08 -0400",What's Going On With ChowChow Shares Friday?,https://www.benzinga.com/trading-ideas/movers/26/01/49671422/whats-going-on-with-chowchow-shares-friday,Benzinga,,49671422
CHOW,benzinga,"Fri, 02 Jan 2026 10:45:15 -0400",US Stocks Mixed; Dow Falls Over 100 Points,https://www.benzinga.com/markets/market-summary/26/01/49666798/us-stocks-mixed-dow-falls-over-100-points-2,Benzinga,,49666798
CHOW,benzinga,"Fri, 02 Jan 2026 09:56:13 -0400",ChowChow Cloud International Holdings shares are trading higher after the company reported a year-over-year increase H1 2025 revenue and net income results.,https://www.benzinga.com/wiim/26/01/49665522/chowchow-cloud-international-holdings-shares-are-trading-higher-after-the-company-reported-a-year-ov,Benzinga,,49665522
CHOW,benzinga,"Fri, 02 Jan 2026 06:12:53 -0400","Stock Market Today: S&P 500, Dow Futures Gain On The First Trading Day Of 2026— Baidu, Rubico, Intelligent Bio Solutions In Focus",https://www.benzinga.com/markets/equities/26/01/49662968/stock-market-today-sp-500-dow-futures-gain-on-the-first-trading-day-of-2026-baidu-rubico-intelligent-bio-solutions-in-focus,Benzinga,,49662968
CHOW,benzinga,"Fri, 02 Jan 2026 02:37:55 -0400","Reported Thursday, ChowChow Cloud Reports First Half 2025 Revenue Up 81.3% YoY To $22.8M And Net Income Up 80% To $1.6M",https://www.benzinga.com/news/earnings/26/01/49661889/reported-thursday-chowchow-cloud-reports-first-half-2025-revenue-up-81-3-yoy-to-22-8m-and-net-incom,Benzinga,,49661889
NFLX,benzinga,"Fri, 02 Jan 2026 11:27:39 -0400","AMC Entertainment Chairman and CEO Adam Aron Called Netflix's Stranger Things Series Finale Theatrical Event ""Triump""; Confident In Future Joint Projects With Netflix",https://www.benzinga.com/news/26/01/49668337/amc-entertainment-chairman-and-ceo-adam-aron-called-netflixs-stranger-things-series-finale-theatrica,Benzinga,,49668337
NFLX,benzinga,"Fri, 02 Jan 2026 04:30:53 -0400",Alphabet Went From AI Victim To AI Leader In 12 Months: Can Google's Strategy Topple ChatGPT?,https://www.benzinga.com/markets/tech/26/01/49662473/alphabet-went-from-ai-victim-to-ai-leader-in-12-months-can-googles-strategy-topple-chatgpt,Benzinga,,49662473
NFLX,benzinga,"Thu, 01 Jan 2026 18:30:28 -0400","If You Invested $100 In Netflix Stock 10 Years Ago, You Would Have This Much Today",https://www.benzinga.com/insights/news/26/01/49660959/if-you-invested-100-in-netflix-stock-10-years-ago-you-would-have-this-much-today,Benzinga,,49660959
NFLX,benzinga,"Wed, 31 Dec 2025 17:11:17 -0400","Netflix Posts On X ""#NFLonNetflix scores again with Lions-Vikings becoming the most-streamed NFL game in US history with viewership peaking at over 30M viewers. Netflix has now distributed the top three most-streamed NFL games in US history.""",https://www.benzinga.com/news/25/12/49656787/netflix-posts-on-x-nflonnetflix-scores-again-with-lions-vikings-becoming-the-most-streamed-nfl-game,Benzinga,,49656787
NFLX,benzinga,"Wed, 31 Dec 2025 17:02:03 -0400",AMC Stock Hits New All-Time Low As Holiday Momentum Fails To Lift Shares,https://www.benzinga.com/trading-ideas/movers/25/12/49656413/amc-stock-hits-new-all-time-low-as-holiday-momentum-fails-to-lift-shares,Benzinga,,49656413
NFLX,benzinga,"Wed, 31 Dec 2025 14:01:39 -0400",The Night Trump Tried Hosting — And America Changed The Channel,https://www.benzinga.com/news/entertainment/25/12/49653127/the-night-trump-tried-hosting-and-america-changed-the-channel,Benzinga,,49653127
UAVS,benzinga,"Fri, 02 Jan 2026 11:55:32 -0400",AgEagle Stock Jumps 28% After U.S. Army Drone Sale,https://www.benzinga.com/trading-ideas/movers/26/01/49669213/ageagle-stock-jumps-28-after-u-s-army-drone-sale,Benzinga,,49669213
UAVS,benzinga,"Fri, 02 Jan 2026 10:01:50 -0400",AgEagle Aerial Systems shares are trading higher after the company sold six eBee TAC tactical mapping drones to the U.S. Army,https://www.benzinga.com/wiim/26/01/49665677/ageagle-aerial-systems-shares-are-trading-higher-after-the-company-sold-six-ebee-tac-tactical-mappin,Benzinga,,49665677
UAVS,benzinga,"Fri, 02 Jan 2026 09:03:36 -0400",AgEagle Wins US Army Deal for Advanced eBee TAC Drone Systems,https://www.benzinga.com/government/26/01/49664872/ageagle-wins-us-army-deal-for-advanced-ebee-tac-drone-systems,Benzinga,,49664872
MU,benzinga,"Fri, 02 Jan 2026 18:00:48 -0400",Top 10 S&P 500 Stocks In 2025: One Name Leads Both First Years Of Donald Trump In White House,https://www.benzinga.com/markets/equities/26/01/49678184/top-10-sp-500-stocks-in-2025-one-name-leads-both-first-years-of-donald-trump-in-white-house,Benzinga,,49678184
MU,benzinga,"Fri, 02 Jan 2026 15:33:23 -0400","Investment Trends For 2026: What's In, What's Out",https://www.benzinga.com/markets/equities/26/01/49674711/investment-trends-for-2026-whats-in-whats-out,Benzinga,,49674711
MU,benzinga,"Fri, 02 Jan 2026 13:35:13 -0400",10 Information Technology Stocks Whale Activity In Today's Session,https://www.benzinga.com/insights/options/26/01/49672051/10-information-technology-stocks-whale-activity-in-todays-session,Benzinga,,49672051
MU,benzinga,"Fri, 02 Jan 2026 12:12:55 -0400",Shares of semiconductor and chip stocks are trading higher at the start of the new year. The industry may be gaining in response to upbeat sentiment.,https://www.benzinga.com/wiim/26/01/49669817/shares-of-semiconductor-and-chip-stocks-are-trading-higher-at-the-start-of-the-new-year-the-industry,Benzinga,,49669817
MU,benzinga,"Fri, 02 Jan 2026 11:01:47 -0400",Micron Technology Unusual Options Activity,https://www.benzinga.com/insights/options/26/01/49667473/micron-technology-unusual-options-activity,Benzinga,,49667473
MU,benzinga,"Fri, 02 Jan 2026 11:01:08 -0400",Inquiry Into Micron Technology's Competitor Dynamics In Semiconductors &amp; Semiconductor Equipment Industry,https://www.benzinga.com/insights/news/26/01/49667435/inquiry-into-micron-technologys-competitor-dynamics-in-semiconductors-amp-semiconductor-equipment-i,Benzinga,,49667435
MU,benzinga,"Fri, 02 Jan 2026 07:07:49 -0400",5 Stocks In The Spotlight From Wall Street's Most Accurate Analysts Last Year,https://www.benzinga.com/analyst-stock-ratings/price-target/26/01/49663446/5-stocks-in-the-spotlight-from-wall-streets-most-accurate-analysts-last-year,Benzinga,,49663446
MU,benzinga,"Thu, 01 Jan 2026 11:01:15 -0400",Competitor Analysis: Evaluating Micron Technology And Competitors In Semiconductors &amp; Semiconductor Equipment Industry,https://www.benzinga.com/insights/news/26/01/49659842/competitor-analysis-evaluating-micron-technology-and-competitors-in-semiconductors-amp-semiconducto,Benzinga,,49659842
MU,benzinga,"Thu, 01 Jan 2026 10:15:45 -0400","If You Invested $1000 In Micron Technology Stock 15 Years Ago, You Would Have This Much Today",https://www.benzinga.com/insights/news/26/01/49659673/if-you-invested-1000-in-micron-technology-stock-15-years-ago-you-would-have-this-much-today,Benzinga,,49659673
MU,benzinga,"Wed, 31 Dec 2025 13:35:14 -0400",10 Information Technology Stocks With Whale Alerts In Today's Session,https://www.benzinga.com/insights/options/25/12/49652494/10-information-technology-stocks-with-whale-alerts-in-todays-session,Benzinga,,49652494
MU,benzinga,"Wed, 31 Dec 2025 13:17:54 -0400",Micron Stock Cools Off After Massive Surge In 2025,https://www.benzinga.com/trading-ideas/movers/25/12/49652105/micron-stock-cools-off-after-massive-surge-in-2025,Benzinga,,49652105
MU,benzinga,"Wed, 31 Dec 2025 11:02:09 -0400",Unpacking the Latest Options Trading Trends in Micron Technology,https://www.benzinga.com/insights/options/25/12/49648451/unpacking-the-latest-options-trading-trends-in-micron-technology,Benzinga,,49648451
MU,benzinga,"Wed, 31 Dec 2025 11:01:12 -0400",Performance Comparison: Micron Technology And Competitors In Semiconductors &amp; Semiconductor Equipment Industry,https://www.benzinga.com/insights/news/25/12/49648393/performance-comparison-micron-technology-and-competitors-in-semiconductors-amp-semiconductor-equipm,Benzinga,,49648393
ONDS,benzinga,"Fri, 02 Jan 2026 15:06:17 -0400","Ondas Holdings shares are trading higher after the company announced its plan to change its corporate name to Ondas Inc and relocate its headquarters to West Palm Beach, Florida. Additionally, on Wednesday the company announced it secured $10 million in new orders.",https://www.benzinga.com/wiim/26/01/49674224/ondas-holdings-shares-are-trading-higher-after-the-company-announced-its-plan-to-change-its-corporat,Benzinga,,49674224
ONDS,benzinga,"Fri, 02 Jan 2026 09:35:17 -0400","Ondas Holodings Intends To Change Corporate Name to Ondas Inc, Effective Q1 2026; Relocated HQs To West Palm Beach, Florida",https://www.benzinga.com/news/26/01/49665207/ondas-holodings-intends-to-change-corporate-name-to-ondas-inc-effective-q1-2026-relocated-hqs-to-wes,Benzinga,,49665207
ONDS,benzinga,"Wed, 31 Dec 2025 17:33:45 -0400",Ondas Goes Leveraged As Defiance Debuts 2X ONDS ETF,https://www.benzinga.com/etfs/new-etfs/25/12/49657140/ondas-goes-leveraged-as-defiance-debuts-2x-onds-etf,Benzinga,,49657140
ONDS,benzinga,"Wed, 31 Dec 2025 14:23:40 -0400",Investors Might Want To Take A Look At Ondas Holdings,https://www.benzinga.com/trading-ideas/movers/25/12/49653590/investors-might-want-to-take-a-look-at-ondas-holdings,Benzinga,,49653590
ONDS,benzinga,"Wed, 31 Dec 2025 11:28:59 -0400",Ondas shares are trading higher after the company announced it has secured $10 million in new autonomous system orders.,https://www.benzinga.com/wiim/25/12/49649337/ondas-shares-are-trading-higher-after-the-company-announced-it-has-secured-10-million-in-new-autonom,Benzinga,,49649337
ONDS,benzinga,"Wed, 31 Dec 2025 09:33:04 -0400",Ondas Awarded ~$10M Orders Across Its Autonomous Systems Portfolio,https://www.benzinga.com/news/25/12/49646551/ondas-awarded-10m-orders-across-its-autonomous-systems-portfolio,Benzinga,,49646551
QQQ,benzinga,"Fri, 02 Jan 2026 03:34:39 -0400","Trump Tariff Checks: Betting Markets Skeptical Of Early Rollout, With Odds Under 15% Until May",https://www.benzinga.com/news/politics/26/01/49662180/trump-tariff-checks-betting-markets-skeptical-of-early-rollout-with-odds-under-15-until-may,Benzinga,,49662180
QQQ,benzinga,"Wed, 31 Dec 2025 05:09:21 -0400","Stock Market Today: S&P 500, Dow Jones Futures Down As Santa Rally Hopes Fade—Investors Await Initial Jobless Claims Report",https://www.benzinga.com/markets/market-summary/25/12/49643741/stock-market-today-sp-500-dow-jones-futures-down-as-santa-rally-hopes-fade-investors-await-initial-jobless-claims-report,Benzinga,,49643741
MARA,benzinga,"Fri, 02 Jan 2026 12:29:16 -0400",Shares of crypto-related companies are trading higher amid ongoing volatility in the price of Bitcoin.,https://www.benzinga.com/wiim/26/01/49670227/shares-of-crypto-related-companies-are-trading-higher-amid-ongoing-volatility-in-the-price-of-bitcoi,Benzinga,,49670227
MARA,benzinga,"Fri, 02 Jan 2026 09:41:42 -0400",Bitfarms Sells Paraguay Site To Fund AI Push In North America,https://www.benzinga.com/trading-ideas/movers/26/01/49665351/bitfarms-sells-paraguay-site-to-fund-ai-push-in-north-america,Benzinga,,49665351
SOXL,benzinga,"Wed, 31 Dec 2025 12:30:36 -0400",Here's How Much $1000 Invested In Direxion Daily Semiconductor Bull 3X Shares 15 Years Ago Would Be Worth Today,https://www.benzinga.com/insights/news/25/12/49650993/heres-how-much-1000-invested-in-direxion-daily-semiconductor-bull-3x-shares-15-years-ago-would-be-w,Benzinga,,49650993
SLV,benzinga,"Wed, 31 Dec 2025 12:26:07 -0400",Silver is trading lower as the commodity retreats from its recent strength.,https://www.benzinga.com/wiim/25/12/49650873/silver-is-trading-lower-as-the-commodity-retreats-from-its-recent-strength,Benzinga,,49650873
AVGO,benzinga,"Fri, 02 Jan 2026 18:45:23 -0400",Here's How Much You Would Have Made Owning Broadcom Stock In The Last 10 Years,https://www.benzinga.com/insights/news/26/01/49678854/heres-how-much-you-would-have-made-owning-broadcom-stock-in-the-last-10-years,Benzinga,,49678854
AVGO,benzinga,"Fri, 02 Jan 2026 12:54:15 -0400",What's Going On With Nvidia Stock Friday?,https://www.benzinga.com/markets/tech/26/01/49670890/whats-going-on-with-nvidia-stock-friday-8,Benzinga,,49670890
AVGO,benzinga,"Wed, 31 Dec 2025 17:13:34 -0400",Options Corner: Why Broadcom's Pullback Statistically Favors A Defined-Risk Call Spread,https://www.benzinga.com/markets/options/25/12/49656824/broadcom-avgo-stock-pullback-contrarian-options-spread,Benzinga,,49656824
