scanner,symbol,provider,providerName,publishedUtc,headline,url,articleId
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T23:14:05+00:00,Is the AI boom a bubble waiting to pop? Here’s what history says,https://finnhub.io/api/news?id=57a64b1395c60608c0ee01e52de93f83c7f3117d5ba1dd744a45d8ed6ef11f03,137985563
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-04T23:14:05+00:00,Is the AI boom a bubble waiting to pop? Here’s what history says,https://finnhub.io/api/news?id=57a64b1395c60608c0ee01e52de93f83c7f3117d5ba1dd744a45d8ed6ef11f03,137985563
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T23:10:46+00:00,Synopsys: Paying For Tomorrow While Today Remains Uneven,https://finnhub.io/api/news?id=dec07ce96f59fa7c6df7e725727118b3b7c6f1343b7c98056b589f7b54c78e16,137985413
top_trade_rate,MSTR,FINNHUB,Finnhub,2026-01-04T21:50:38+00:00,MicroStrategy Solves Private Equity’s 2 Biggest Problems With Bitcoin,https://finnhub.io/api/news?id=c3ba8a03601016ed1a26c70362c2aa457c7d9e939847a403bf182fca2d1b1ff9,137987373
top_trade_rate,MSTR,FINNHUB,Finnhub,2026-01-04T20:58:01+00:00,Venezuela’s $60 Billion Bitcoin “Shadow Reserve” Could Reshape Global BTC Markets,https://finnhub.io/api/news?id=5b43bb58e04f47dd811447de94c1d5fa49db0e8abcb37374d1d038c5737e86e0,137986314
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T20:25:00+00:00,Why 60% of Americans Believe AI Stocks Will Deliver Strong Long-Term Returns,https://finnhub.io/api/news?id=5fd0f9cb2269b5feac6ccf89dacedcfdb10d11ae94f4544f8ed795364a041cf9,137985564
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T20:13:00+00:00,Veteran analyst delivers blunt 3-word take on Tesla after report,https://finnhub.io/api/news?id=a3352f2b0b3200d5269a1d5b4b56c427d949b3e5285bbc30c67d68b69c919d0f,137985720
top_trade_rate,DAL,FINNHUB,Finnhub,2026-01-04T19:33:00+00:00,Delta Air Lines flight cancellation news reveals a worrying trend,https://finnhub.io/api/news?id=36b5568c28af8c18d4dcb5e64c8274ac00549b0b4fa8304631680f7b6f8817a2,137986833
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T19:31:06+00:00,Wall Street Braces For Another Year Of High-Value Transactions Following A Record-Breaking 2025,https://finnhub.io/api/news?id=32a160cb7feae2020fcfaa29702d2000fc2feabb4c9063aee7a44bc7a4401708,137985620
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T19:15:00+00:00,Jim Cramer says achieving early retirement comes down to just 3 key assets in your investment portfolio,https://finnhub.io/api/news?id=cee70e1989644a37d1277a105daa8f6aa3d209e6fb547a5b96f523f57e34d317,137985565
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T19:00:58+00:00,"Elon Musk, Larry Ellison Lead As World's 10 Richest Add More 2025 Wealth Than Netflix, AT&T Combined",https://finnhub.io/api/news?id=1b4f086c01e16d41c41cc41b010ffee5c5a7fa3177d70f9d42028bce4d730e0e,137985722
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T19:00:51+00:00,3 stocks to watch in 2026,https://finnhub.io/api/news?id=2951a91665e24ca29ecf8bc6aff243ed0b48efe27bf7f3b4eda070351f0a7fb3,137985566
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-04T19:00:51+00:00,3 stocks to watch in 2026,https://finnhub.io/api/news?id=2951a91665e24ca29ecf8bc6aff243ed0b48efe27bf7f3b4eda070351f0a7fb3,137985566
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T18:05:00+00:00,2 AI Stocks to Buy in January and Hold for 20 Years,https://finnhub.io/api/news?id=3964c2693c3866852cb2eb190759405d681f145e7fbc6e58b2140c421dc504b5,137985567
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T18:00:02+00:00,"CES 2026, Sector Rotation and Other Key Things to Watch this Week",https://finnhub.io/api/news?id=f358a2938fad3306f35a744fd6013414616ee774d85363fbef08d39b6ab179ca,137985568
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-04T17:45:24+00:00,Top analyst resets price target on Micron stock,https://finnhub.io/api/news?id=e13c6cb1cd8525d394e55aff8e0a07a921572a2a5b871ee1f4df57f88090cd71,137985569
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T17:45:24+00:00,Top analyst resets price target on Micron stock,https://finnhub.io/api/news?id=e13c6cb1cd8525d394e55aff8e0a07a921572a2a5b871ee1f4df57f88090cd71,137985569
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T17:05:00+00:00,4 Reasons to Buy Nvidia Stock Like There's No Tomorrow,https://finnhub.io/api/news?id=4dc91bd9a4908970b58b3144725fb7a5e101d22f0a5ad50c9502c2b71d0a1e0c,137985570
top_trade_rate,NFLX,FINNHUB,Finnhub,2026-01-04T15:54:00+00:00,2 Leading Tech Stocks to Buy in 2026,https://finnhub.io/api/news?id=a4a986296e0bf2ec65418338dcf5974a581d9de623e845ca4d8dffb842361944,137985844
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T15:21:00+00:00,Rivian Deliveries Tanked in Q4: What Investors Should Know,https://finnhub.io/api/news?id=dba5c43a899a05841a98501dfb8b59223f77b7b387f29ef7d2c206c2805c666e,137985723
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T15:07:00+00:00,Where Will Nvidia Stock Be in 1 Year?,https://finnhub.io/api/news?id=00327659f2f30bee0e193fc23ee60f08b50338ea6efbafcdb20747bdc5f6709a,137985571
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T15:00:22+00:00,"1,000 miles in the Porsche Taycan 4S Cross Turismo EV: The good and bad",https://finnhub.io/api/news?id=4de3e7dc49f6cb4a06aa63604137c7ca34136a7b23be55ad8881eec72160c804,137985724
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T14:34:13+00:00,Is DFAC ETF Still A Buy After 15% Run?,https://finnhub.io/api/news?id=17184ecc3385cf0029579fefe742270579d3159ecbb2e72774358be33d505d4b,137985572
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T14:15:02+00:00,Tesla Stock Has Been Flat For 2 Months - How to Make a 3.2% Yield in One-Month Puts,https://finnhub.io/api/news?id=3bfd96e77ac0621acfe2f54d810c84eb0cef5b1779bab52178cfcf22c2769d0e,137985725
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T14:05:00+00:00,Should You Really Invest in AI Stocks in 2026? Here's What Other Investors Are Saying,https://finnhub.io/api/news?id=75cf29bcd09b667ec9736093413724d1e0e8d5f2779d451632bc2b56cd38632d,137985573
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-04T13:45:42+00:00,"Best Stocks Of 2025: Micron, Palantir, Other AI Stars Highlight Elite 100 List",https://finnhub.io/api/news?id=5b29ea2be01c24914d4b8a215ea76438ab09bfecf6568f45c599fa1d322cdc20,137985820
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T13:30:49+00:00,5 tech stocks that could bring gains to your portfolio in the new year,https://finnhub.io/api/news?id=8c91a0af4ae027f56dfab2424667141d1fe9cc4352da7c3d48787e3d0d2eee70,137985574
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-04T13:30:49+00:00,5 tech stocks that could bring gains to your portfolio in the new year,https://finnhub.io/api/news?id=8c91a0af4ae027f56dfab2424667141d1fe9cc4352da7c3d48787e3d0d2eee70,137985574
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T13:29:00+00:00,4 Stocks to Buy in January That Could Join Nvidia in the $1 Trillion Club by 2030,https://finnhub.io/api/news?id=68e63e4ab698bb04985066a128c9f5ab589d337d17f063ea6cea086e6ed61e84,137985575
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T13:29:00+00:00,4 Stocks to Buy in January That Could Join Nvidia in the $1 Trillion Club by 2030,https://finnhub.io/api/news?id=68e63e4ab698bb04985066a128c9f5ab589d337d17f063ea6cea086e6ed61e84,137985575
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-04T13:29:00+00:00,4 Stocks to Buy in January That Could Join Nvidia in the $1 Trillion Club by 2030,https://finnhub.io/api/news?id=68e63e4ab698bb04985066a128c9f5ab589d337d17f063ea6cea086e6ed61e84,137985575
top_trade_rate,NFLX,FINNHUB,Finnhub,2026-01-04T13:29:00+00:00,4 Stocks to Buy in January That Could Join Nvidia in the $1 Trillion Club by 2030,https://finnhub.io/api/news?id=68e63e4ab698bb04985066a128c9f5ab589d337d17f063ea6cea086e6ed61e84,137985575
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T13:20:22+00:00,"Why Nvidia Could Have a Terrible Year in 2026, And Why It Might Not Be So Bad",https://finnhub.io/api/news?id=fbab7fb98dc9f550c91ee99323602dc91e82e10ea0fc72dcc01d77d264dd3312,137985576
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T13:12:54+00:00,Wall Street Brunch: Chip Names Set To Dominate CES,https://finnhub.io/api/news?id=0d0bf3b4b66130a8d24b719583d94968b97280c3369fb5bc54e8b87d4e7d7a7c,137982381
top_trade_rate,MSTR,FINNHUB,Finnhub,2026-01-04T12:31:11+00:00,"Michael Saylor Says Bitcoin Makes MSTR 'Interesting,' But Polymarket Aren't So Sure",https://finnhub.io/api/news?id=be652bfefa0effab7247655bbb269a222570c7e5a656cefc37d87d0cbea87eb0,137985583
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T12:31:11+00:00,"Michael Saylor Says Bitcoin Makes MSTR 'Interesting,' But Polymarket Aren't So Sure",https://finnhub.io/api/news?id=be652bfefa0effab7247655bbb269a222570c7e5a656cefc37d87d0cbea87eb0,137985583
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-04T12:05:00+00:00,3 Artificial Intelligence Stocks to Buy in 2026 That Could Be Better Picks Than Palantir,https://finnhub.io/api/news?id=dca5ae0ae19b3b23b55c6aadbb83959df1819b91281aa0f83103a97a573b1147,137985650
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T11:46:36+00:00,Microsoft (MSFT) Stock Moves Lower As Investors Assess Its AI Edge Against Google,https://finnhub.io/api/news?id=c1fea382149d3883297a1a50704ab53fc05c2def0924c1d5ca791383e74fc891,137985605
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T11:05:00+00:00,Should You Buy Ford While It's Below $15?,https://finnhub.io/api/news?id=8efaf2b38707dea8f3e7c5d9b751082c60bace9ed2808cb24ae2c65d77985707,137985729
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T10:55:00+00:00,My 3 Favorite Artificial Intelligence Stocks to Buy Right Now,https://finnhub.io/api/news?id=2826dd4cde783a6e2d6642c7b0ab110d5b4cba47bef270b29bdb30571b1a6ce6,137985730
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T10:30:00+00:00,"Simulation or Not, Musk’s Surreal Year Could Push Him to $1 Trillion Heights",https://finnhub.io/api/news?id=fc7ecc777fce546bb9e491de23789283f2d398c1915c4785bf0b066f577965b8,137985731
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-04T09:50:00+00:00,The S&P 500's Best Stock in 2025 May Soar in 2026 as the Artificial Intelligence (AI) Boom Continues (Hint: Not Palantir),https://finnhub.io/api/news?id=f8ec37e353520bc7c23b56f1e14ef702b404553ac3a5f216c8bd353e321fd57f,137985824
top_trade_rate,SLV,FINNHUB,Finnhub,2026-01-04T09:00:52+00:00,Outlook For 2026 - Three Trends From 2025 That I See Continuing,https://finnhub.io/api/news?id=e1a36a4d7732399608f8128ef70353b94bfbd147bd8d512b9214b23d522d96d7,137980848
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-04T08:55:00+00:00,Think It's Too Late to Buy Micron Stock? Here's the 1 Reason Why There's Still Time.,https://finnhub.io/api/news?id=078e01d827216af2106152c2160315f9636a60c628d792d9624121c5a8880c00,137985958
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T07:48:08+00:00,Tesla: 2025 Ends On Sour Note,https://finnhub.io/api/news?id=a48b3529aec76fe9965b0fa5ac369d4b394f98a7675fc44e800f800ae2bc7bd2,137980568
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-04T07:20:47+00:00,Top Wall Street analysts suggest these 3 stocks for their growth prospects,https://finnhub.io/api/news?id=75deab7897253e6d79ce8c8ea345541fb74b5f20aafb3dbb5efd0415ba5ef951,137981940
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T07:05:00+00:00,A Near-Perfect Passive Income Portfolio To Sleep Well In Retirement,https://finnhub.io/api/news?id=4f4502cc078afa83f0df4221a31a9c4ae9f7daa075eb97b9738f7168822afc70,137980363
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T07:05:00+00:00,A Near-Perfect Passive Income Portfolio To Sleep Well In Retirement,https://finnhub.io/api/news?id=4f4502cc078afa83f0df4221a31a9c4ae9f7daa075eb97b9738f7168822afc70,137980363
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T05:20:00+00:00,The 5 Hottest Robinhood Stocks to Kick Off 2026,https://finnhub.io/api/news?id=5faf75c132c585aad1e1fbfbf448e171d3059876d7f6e410ceaebac0f2a7f2f7,137985732
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T05:01:00+00:00,"SpaceX, Private Ventures Fuel Elon Musk’s Trillion-Dollar Dreams",https://finnhub.io/api/news?id=439eb610a70a42e687331bdc1436a9c3deb98c9fbc56caa026b873999c3c81b4,137985733
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T04:13:09+00:00,Is Nvidia's Valuation Still Justified? What Really Matters Heading Into 2026,https://finnhub.io/api/news?id=215dd79406828222e56bd3d69b4cfcad7ef394c5b06cb456a99e379ad4f8aba4,137979660
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-04T04:04:22+00:00,"CPZ: Unlikely To Outperform, But Could Still Have A Place In A Portfolio",https://finnhub.io/api/news?id=b9d0a0012b3df8f0d025a37e4fbf655a429a2a1fc81fd226b2dad8aa19119219,137979627
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-04T04:04:22+00:00,"CPZ: Unlikely To Outperform, But Could Still Have A Place In A Portfolio",https://finnhub.io/api/news?id=b9d0a0012b3df8f0d025a37e4fbf655a429a2a1fc81fd226b2dad8aa19119219,137979627
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T04:04:22+00:00,"CPZ: Unlikely To Outperform, But Could Still Have A Place In A Portfolio",https://finnhub.io/api/news?id=b9d0a0012b3df8f0d025a37e4fbf655a429a2a1fc81fd226b2dad8aa19119219,137979627
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-04T04:04:22+00:00,"CPZ: Unlikely To Outperform, But Could Still Have A Place In A Portfolio",https://finnhub.io/api/news?id=b9d0a0012b3df8f0d025a37e4fbf655a429a2a1fc81fd226b2dad8aa19119219,137979627
top_trade_rate,TSM,FINNHUB,Finnhub,2026-01-04T04:04:22+00:00,"CPZ: Unlikely To Outperform, But Could Still Have A Place In A Portfolio",https://finnhub.io/api/news?id=b9d0a0012b3df8f0d025a37e4fbf655a429a2a1fc81fd226b2dad8aa19119219,137979627
top_trade_rate,APH,FINNHUB,Finnhub,2026-01-04T03:49:31+00:00,"Dividend Champion, Contender, And Challenger Highlights: Week Of January 4",https://finnhub.io/api/news?id=a4226b5aecd5eab4a0358856465bf0b0362c5ab790119453515e3b504f04b383,137979597
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-04T03:30:19+00:00,"Perplexity CEO Says On-Device AI Threatens Data Centers As Industry Faces '$10 Trillion Question' — Apple, Qualcomm Positioned To Benefit",https://finnhub.io/api/news?id=575be3c8dc94078afb48e5a91928af5e7e60a8f497157ad6fd5c2f67a152229f,137980074
top_trade_rate,DAL,FINNHUB,Finnhub,2026-01-04T02:55:33+00:00,Airlines scramble to add Caribbean flights after airspace restrictions strand tens of thousands of travelers,https://finnhub.io/api/news?id=16b175a67604f14c7ba88d1766f4ca36f1151f15539bb46738018a3bea7d96a7,137981956
top_trade_rate,TSM,FINNHUB,Finnhub,2026-01-04T01:15:21+00:00,"TSMC Is Relentlessly Getting Stronger, And The Market Is Mispricing It",https://finnhub.io/api/news?id=619e7038e1b24ffe378a5dc772328284926799a11ebcd5f492a055ec40b30112,137978958
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-04T00:55:00+00:00,"The Market May Be Underestimating This AI Trend, and These Stocks Are Set to Benefit",https://finnhub.io/api/news?id=a60e7fbeba05ba1a5af7ef76c112d6fbe37631050133300d148af2b05b9fa54d,137985662
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-03T19:19:04+00:00,Tesla Q4 Vehicle Deliveries Fall 16% But Analysts Say It's All About The Robotaxi,https://finnhub.io/api/news?id=5e9c59ef8720d78b3a7f6147a3462d6beb36f3a1cd8eaabb577214a28095f657,137985735
top_trade_rate,VLO,FINNHUB,Finnhub,2026-01-03T18:21:00+00:00,The Oil Sector’s Biggest Winners and Losers From Venezuela Regime Change,https://finnhub.io/api/news?id=0c6733df14898c7ce459613fd384ff0af90fcc3e02bdc831e0910513d218c2ac,137986004
top_trade_rate,TSLA,FINNHUB,Finnhub,2026-01-03T14:31:13+00:00,Gavin Newsom Says Trump Making Gaming More Expensive Amid Chip Price Surge,https://finnhub.io/api/news?id=6b63593ec590065c87ede0c9a61264a1caf8e5f7876b3c326e93c0b20bbdbec6,137980082
top_trade_rate,APH,FINNHUB,Finnhub,2026-01-03T13:00:57+00:00,"Google, Other AI Stocks Trade Near Buy Points. One Named 'Top Stock' For 2026",https://finnhub.io/api/news?id=795c6901c61ec4330d9dae20c1ec7bc9fe698bb920277b759b59b1f77390661a,137975466
top_trade_rate,NFLX,FINNHUB,Finnhub,2026-01-03T13:00:51+00:00,Why Investors Are Watching SailGP’s Explosive Audience Growth,https://finnhub.io/api/news?id=52da95f633763352fe9f6f55a7059ef19dc486e2ca678e326955b47707f3619a,137985846
top_trade_rate,INTC,FINNHUB,Finnhub,2026-01-03T12:04:01+00:00,Intel (INTC) Draws Strategic Nvidia Investment as Chip Testing Plans Shift,https://finnhub.io/api/news?id=5c5331f29e32f6ebfec29146bd2312812a384b2c950e3b7cb9d12c8a017215f4,137986271
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-03T12:00:00+00:00,MarketBeat Week in Review – 12/29 - 01/02,https://finnhub.io/api/news?id=282e10982824ebe76f130b114d2edca87faac6d0ffee6b5474195c861a46dfcd,137985609
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-03T12:00:00+00:00,MarketBeat Week in Review – 12/29 - 01/02,https://finnhub.io/api/news?id=282e10982824ebe76f130b114d2edca87faac6d0ffee6b5474195c861a46dfcd,137985609
top_trade_rate,NFLX,FINNHUB,Finnhub,2026-01-03T11:41:00+00:00,Netflix Stock Just Keeps Falling. Is It Finally a Buy?,https://finnhub.io/api/news?id=8c5109af58d7f4d1226df82f2d8ce3f989f271004b1b991271c6f503d26928b7,137985847
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-03T09:13:00+00:00,I'm Raising My AMD Conviction Into CES 2026 - Here's What Would Prove Me Right,https://finnhub.io/api/news?id=17f745bfef3be2a3564af02dbb89e01b70c625338e8428ebe428c5aea89cbea6,137973221
top_trade_rate,DAL,FINNHUB,Finnhub,2026-01-03T08:30:37+00:00,Airlines cancel dozens of Caribbean flights after U.S. attacks on Venezuela,https://finnhub.io/api/news?id=11ff33304b2d764bcd0f9290da70191fd62e1f422b65b81b5addffca5cbdebfe,137974632
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-03T08:15:00+00:00,The Silver Spoon Investor: Building A Generational Dividend Growth Machine,https://finnhub.io/api/news?id=5386f449946af409cb847571c2cdbb6235f7f077301803967c402557ac55847a,137972825
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-03T08:00:00+00:00,"5 Relatively Secure And Cheap Dividend Stocks, Yields Up To 8% (January 2026)",https://finnhub.io/api/news?id=02536c3f4302ee7821819540ff92f231361cb3103c3759bb95af786875f7389f,137972707
top_trade_rate,APH,FINNHUB,Finnhub,2026-01-03T08:00:00+00:00,"5 Relatively Secure And Cheap Dividend Stocks, Yields Up To 8% (January 2026)",https://finnhub.io/api/news?id=02536c3f4302ee7821819540ff92f231361cb3103c3759bb95af786875f7389f,137972707
top_trade_rate,SLV,FINNHUB,Finnhub,2026-01-03T07:05:00+00:00,I've Never Been More Bullish On This Overlooked De-Dollarization Market Shift,https://finnhub.io/api/news?id=21b55c33b5c8cda1b70354d591f12c20cef68ea6b533450b19bdf1c76e7509ac,137972460
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-03T07:00:00+00:00,"ESGV: Still Ahead Of The Benchmark, But Some Peers Are More Compelling",https://finnhub.io/api/news?id=6a8664b7edaa8596b68738712e77f5bcc157517e2a9081f516211803a8e4979d,137972463
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-03T07:00:00+00:00,"ESGV: Still Ahead Of The Benchmark, But Some Peers Are More Compelling",https://finnhub.io/api/news?id=6a8664b7edaa8596b68738712e77f5bcc157517e2a9081f516211803a8e4979d,137972463
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-03T06:09:18+00:00,AMD: Growth At An Unreasonable Price,https://finnhub.io/api/news?id=76af0c60aa92b3631b8f78fcdec42fc00849337f906254db5e3cb2934093a9a6,137972274
top_trade_rate,IREN,FINNHUB,Finnhub,2026-01-03T05:58:56+00:00,The Market Rates IREN Limited As Lower Risk Than The Competition,https://finnhub.io/api/news?id=63206830f667b056ebefe0857b316a7cd77b432e7a9e051d911840f989978a50,137972173
top_trade_rate,NVDA,FINNHUB,Finnhub,2026-01-03T03:55:33+00:00,2026 Outlook: Why 3.1 Is A Game-Changer For Nebius,https://finnhub.io/api/news?id=ef54f8530fa361c3e550b70b7588829ce56fd5a199db6d8e6ac6e6996ed096c0,137971620
top_trade_rate,AVGO,FINNHUB,Finnhub,2026-01-03T02:19:19+00:00,"MaxLinear Shows Signs Of Life, But The Outlook Remains Cloudy",https://finnhub.io/api/news?id=35c4af9471461c79fb1607fe6049b8f137f4ce295e12c5bfe618b7c582d333b4,137971154
top_trade_rate,SLV,FINNHUB,Finnhub,2026-01-03T01:00:00+00:00,Will The Silver Boom Raise The Price Of Tech?,https://finnhub.io/api/news?id=0dce139d233a3003fbefdc00a2835143b281703b9e3a47f334b056cbd76dc301,137970783
top_trade_rate,MU,FINNHUB,Finnhub,2026-01-03T00:41:38+00:00,Micron’s (MU) 2026 Outlook Strengthens as Memory Pricing Improves,https://finnhub.io/api/news?id=e252b7335c654847a77267bb3e43b5bee7c3362160f6f767fbfc194ed739b413,137985960
top_trade_rate,UCO,FINNHUB,Finnhub,2026-01-02T23:35:00+00:00,"The AI Boom: Innovation, Euphoria, And The Risk Of A Bubble",https://finnhub.io/api/news?id=3de594efa9a407ccfc496ed4073895f35226956c152b1aa39a5412a63ab36516,137970386
top_trade_rate,UNG,FINNHUB,Finnhub,2026-01-02T23:35:00+00:00,"The AI Boom: Innovation, Euphoria, And The Risk Of A Bubble",https://finnhub.io/api/news?id=3de594efa9a407ccfc496ed4073895f35226956c152b1aa39a5412a63ab36516,137970386
