symbol,name,country,exchange,currency,ipo,share_outstanding,float_shares,market_cap
COHN,Cohen & Company Inc.,United States,ASE,USD,,2035863.0,956722.0,35403672.0
VGAS,"Verde Clean Fuels, Inc.",United States,NCM,USD,,22049621.0,960142.0,107364592.0
TAOP,Taoping Inc.,China,NCM,USD,,9238687.0,967548.0,13580870.0
GURE,"Gulf Resources, Inc.",China,NCM,USD,,1353531.0,967715.0,5008065.0
WBUY,WEBUY GLOBAL LTD.,Singapore,NCM,USD,,2258611.0,972218.0,3546019.0
SLGB,Smart Logistics Global Limited,Hong Kong,NCM,USD,,41000000.0,975600.0,45510000.0
PMN,"ProMIS Neurosciences, Inc.",Canada,NCM,USD,,2152444.0,990684.0,16487721.0
GLTO,"Galecto, Inc.",Denmark,NCM,USD,,1595161.0,992821.0,54458796.0
PMAX,Powell Max Limited,HK,NASDAQ NMS - GLOBAL MARKET,HKD,2024-09-05,2194418.0,994683.0,6697708.0
PAPL,Pineapple Financial Inc.,Canada,ASE,USD,,1345941.0,1004718.0,2597668.0
ZBAI,ATIF Holdings Limited,,,,,1313373.0,1019374.0,10231183.0
LDWY,"Lendway, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,1991-06-25,1769599.0,1054309.0,6016637.0
SNTG,Sentage Holdings Inc.,CN,NASDAQ NMS - GLOBAL MARKET,USD,2021-07-09,2805325.0,1059319.0,5610650.0
EHLD,Euroholdings Ltd.,Greece,NCM,USD,,2816615.0,1061864.0,19209314.0
UOKA,MDJM Ltd,GB,NASDAQ NMS - GLOBAL MARKET,USD,2019-01-08,1068686.0,1062627.0,2244240.0
PHGE,BiomX Inc.,Israel,ASE,USD,,1526640.0,1076892.0,2946415.0
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",United States,NCM,USD,,2771846.0,1086176.0,15064983.0
ATHA,"Athira Pharma, Inc.",United States,NCM,USD,,3943887.0,1086186.0,29500612.0
FEED,"ENvue Medical, Inc.",United States,NCM,USD,,1088192.0,1088143.0,2785771.0
NDRA,ENDRA Life Sciences Inc.,United States,NCM,USD,,1166441.0,1095533.0,5925525.0
GTIJF,Graphjet Technology,,,,,3845062.0,1097650.0,3441331.0
RELV,"Reliv' International, Inc.",,,,,1140024.0,1102166.0,2455611.0
RBTEF,Robertet SA,FR,NYSE EURONEXT - EURONEXT PARIS,EUR,1985-01-07,1958202.0,1134244.0,2089034752.0
ARBB,ARB IOT Group Limited,Singapore,NCM,USD,,1765256.0,1138714.0,10309095.0
SLMT,Brera Holdings PLC,Ireland,NCM,USD,,81994765.0,1149428.0,173351984.0
SDOT,Sadot Group Inc.,United States,NCM,USD,,1549080.0,1150055.0,2974233.0
CDTTW,CDT Equity Inc.,United States,NCM,USD,,,1152346.0,
CDT,CDT Equity Inc.,United States,NCM,USD,,1629402.0,1152346.0,2330046.0
RYM,"RYTHM, Inc.",United States,NCM,USD,,2149128.0,1158305.0,51299688.0
LNZA,"LanzaTech Global, Inc.",United States,NCM,USD,,2320216.0,1159621.0,30371628.0
SAIH,SAIHEAT Limited,US,NASDAQ NMS - GLOBAL MARKET,USD,2021-04-29,1267348.0,1166638.0,17935100.0
SAIHW,SAIHEAT Limited,Singapore,NCM,USD,,,1166638.0,
IRICF,Isras Investment Company Ltd,,,,,4954470.0,1169931.0,1020620800.0
TCI,"Transcontinental Realty Investors, Inc.",United States,NYQ,USD,,8639316.0,1171578.0,475680800.0
TSAT,Telesat Corporation,Canada,NMS,USD,,14685375.0,1174682.0,1487196416.0
LRE,"Lead Real Estate Co., Ltd",Japan,NCM,USD,,13641900.0,1176750.0,17598052.0
VCNX,"Vaccinex, Inc.",,,,,2676637.0,1180772.0,2917534.0
SYNX,Silynxcom Ltd.,Israel,ASE,USD,,6634400.0,1182727.0,6369024.0
HALL,"Hallmark Financial Services, Inc.",,,,,1818482.0,1188542.0,110927.0
PTHS,Pelthos Therapeutics Inc.,,,,,3086681.0,1210191.0,79358568.0
HCHL,Happy City Holdings Limited,Hong Kong,NCM,USD,,7212000.0,1212085.0,75311040.0
SOBR,"SOBR Safe, Inc.",United States,NCM,USD,,1516238.0,1215159.0,3335725.0
BNBX,BNB Plus Corp.,United States,NCM,USD,,4365541.0,1216134.0,10171710.0
SBLX,"StableX Technologies, Inc.",,,,,1455975.0,1221883.0,4702799.0
LRHC,La Rosa Holdings Corp.,United States,NCM,USD,,1625329.0,1233852.0,1124727.0
EDRY,EuroDry Ltd.,Greece,NCM,USD,,2826697.0,1239252.0,36323072.0
CKX,"CKX Lands, Inc.",United States,ASE,USD,,2053129.0,1243170.0,19402068.0
DJCO,Daily Journal Corporation,United States,NCM,USD,,1377426.0,1245400.0,712143040.0
VWFB,"VWF Bancorp, Inc.",,,,,1905413.0,1248903.0,22745826.0
MGIH,Millennium Group International Holdings Limited,Hong Kong,NCM,USD,,11250000.0,1249988.0,14850001.0
TOPS,Top Ships Inc.,Greece,ASE,USD,,4626197.0,1254763.0,23408562.0
ONCO,"Onconetix, Inc.",United States,NCM,USD,,1555015.0,1256119.0,2223672.0
XHLD,"TEN Holdings, Inc.",United States,NCM,USD,,2986666.0,1260213.0,4987732.0
NCI,Neo-Concept International Group Holdings Limited,Hong Kong,NCM,USD,,3464000.0,1260734.0,4958080.0
BJDX,"Bluejay Diagnostics, Inc.",United States,NCM,USD,,1814133.0,1270038.0,1269893.0
WAFU,Wah Fu Education Group Limited,China,NCM,USD,,4410559.0,1274519.0,6902525.0
PTN,"Palatin Technologies, Inc.",US,NYSE MKT LLC,USD,1999-12-21,1702675.0,1285724.0,24876082.0
RETO,"ReTo Eco-Solutions, Inc.",,,,,1858842.0,1286254.0,6089334.0
BGLC,BioNexus Gene Lab Corp.,MY,NASDAQ NMS - GLOBAL MARKET,USD,2020-03-11,2363836.0,1291994.0,9786281.0
MARPS,Marine Petroleum Trust,United States,NCM,USD,,2000000.0,1299020.0,8720000.0
ARL,"American Realty Investors, Inc.",United States,NYQ,USD,,16152043.0,1308639.0,258109648.0
FAMI,"Farmmi, Inc.",China,NCM,USD,,5481874.0,1314260.0,7839081.0
ASTC,Astrotech Corporation,United States,NCM,USD,,1758953.0,1318078.0,6666435.0
IBG,Innovation Beverage Group Limited,Australia,NCM,USD,,20020000.0,1332374.0,46046000.0
MNTSW,Momentus Inc.,United States,NCM,USD,,,1340974.0,
MNTS,Momentus Inc.,United States,NCM,USD,,1669562.0,1340974.0,10384682.0
GSUN,Golden Sun Health Technology Group Limited,China,NCM,USD,,8495971.0,1342030.0,10322806.0
MRNOW,Murano Global Investments Plc,United Kingdom,NCM,USD,,,1349131.0,
MRNO,Murano Global Investments Plc,United Kingdom,NCM,USD,,79315662.0,1349131.0,50777888.0
JLHL,Julong Holding Limited,China,NCM,USD,,11448632.0,1351552.0,93087064.0
RKDA,"Arcadia Biosciences, Inc.",United States,NCM,USD,,1373120.0,1361902.0,3570111.0
CJMB,Callan JMB Inc.,US,NASDAQ NMS - GLOBAL MARKET,USD,2025-02-05,4623027.0,1371652.0,6148626.0
JZXN,"Jiuzi Holdings, Inc.",CN,NASDAQ NMS - GLOBAL MARKET,USD,2021-05-18,1392834.0,1375034.0,2493172.0
NITO,"N2OFF, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2010-05-26,2712883.0,1389810.0,6022602.0
TANH,Tantech Holdings Ltd,China,NCM,USD,,6138555.0,1407609.0,6261326.0
TFLM,TOFLA MEGALINE INC.,,,,,5912535.0,1410553.0,956056.0
YDES,YD Bio Ltd,TW,NASDAQ NMS - GLOBAL MARKET,USD,2025-08-29,70521359.0,1420759.0,863181440.0
YDESW,YD Bio Limited,Taiwan,NGM,USD,,,1420759.0,
PARK,"Park Dental Partners, Inc.",United States,NCM,USD,,4091636.0,1424511.0,60065216.0
LCFY,Locafy Limited,Australia,NCM,USD,,1799055.0,1425571.0,5613051.0
LCFYW,Locafy Limited,Australia,NCM,USD,,,1425571.0,
PRPO,"Precipio, Inc.",United States,NCM,USD,,1752007.0,1426484.0,41627688.0
NXTT,Next Technology Holding Inc.,China,NCM,USD,,4082556.0,1442809.0,27148998.0
BOLT,"Bolt Biotherapeutics, Inc.",United States,NCM,USD,,1919441.0,1449101.0,10230626.0
PFX,PhenixFIN Corporation,United States,NGM,USD,,2000560.0,1461649.0,90174152.0
FLYE,"Fly-E Group, Inc.",United States,NCM,USD,,1632386.0,1464087.0,9924907.0
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",United States,NCM,USD,,1603285.0,1475295.0,2998143.0
GNLN,"Greenlane Holdings, Inc.",United States,NCM,USD,,4829563.0,1490665.0,10190377.0
PTZH,"Photozou Holdings, Inc.",,,,,8052083.0,1490924.0,4750729.0
PBBK,"PB Bankshares, Inc.",United States,NCM,USD,,2374576.0,1499307.0,56240476.0
FRGT,"Freight Technologies, Inc.",Mexico,NCM,USD,,1564246.0,1501399.0,3191063.0
ITIC,Investors Title Company,United States,NMS,USD,,1887574.0,1515099.0,472459776.0
CIX,CompX International Inc.,United States,ASE,USD,,12323057.0,1517708.0,284231328.0
IVF,"INVO Fertility, Inc.",United States,NCM,USD,,15130282.0,1520971.0,12673124.0
DEVS,DevvStream Corp.,US,,USD,2021-10-28,4380012.0,1521003.0,5650215.0
LSE,"Leishen Energy Holding Co., Ltd.",China,NCM,USD,,17025000.0,1524929.0,74399248.0
RHEPB,"Regional Health Properties, Inc.",US,NYSE MKT LLC,USD,2017-10-02,,1533433.0,5.0
INDP,"Indaptus Therapeutics, Inc.",United States,NCM,USD,,1751163.0,1533861.0,4465465.0
CVKD,"Cadrenal Therapeutics, Inc.",United States,NCM,USD,,2338127.0,1542872.0,17325520.0
HIND,"Vyome Holdings, Inc.",United States,NCM,USD,,5644494.0,1543882.0,21053962.0
ARKR,Ark Restaurants Corp.,United States,NGM,USD,,3606157.0,1544697.0,22971220.0
MKTW,"MarketWise, Inc.",United States,NGM,USD,,2416640.0,1549646.0,39177656.0
PBM,Psyence Biomedical Ltd.,Canada,NCM,USD,,1872051.0,1550489.0,1741007.0
PBMWW,Psyence Biomedical Ltd.,Canada,NCM,USD,,,1550489.0,
AIMD,"Ainos, Inc.",United States,NCM,USD,,4812634.0,1567427.0,9403889.0
AIMDW,"Ainos, Inc.",,,,,,1567427.0,
TIVC,"Tivic Health Systems, Inc.",United States,NCM,USD,,1765952.0,1569472.0,2843184.0
SHFSW,"SHF Holdings, Inc.",United States,NCM,USD,,,1571102.0,
SHFS,"SHF Holdings, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2021-06-24,3081076.0,1571102.0,3851346.0
WLDS,Wearable Devices Ltd.,Israel,NCM,USD,,8648406.0,1585079.0,10896991.0
WLDSW,Wearable Devices Ltd.,Israel,NCM,USD,,,1585079.0,
BKHA,Black Hawk Acquisition Corporation,,,,,4153577.0,1593188.0,46727740.0
BKHAU,Black Hawk Acquisition Corporation,United States,NGM,USD,,,1593188.0,
BKHAR,Black Hawk Acquisition Corporation,United States,NGM,USD,,1380000.0,1593188.0,1752600.0
MAMK,MaxsMaking Inc.,China,NCM,USD,,9200000.0,1601550.0,218784992.0
RAIN,"Rain Enhancement Technologies Holdco, Inc.",United States,NCM,USD,,8131081.0,1613651.0,53923472.0
RAINW,"Rain Enhancement Technologies Holdco, Inc.",United States,NCM,USD,,,1613651.0,
VTAK,"Catheter Precision, Inc.",United States,ASE,USD,,1668375.0,1618574.0,2802870.0
ASNS,"Actelis Networks, Inc.",United States,NCM,USD,,6395892.0,1619975.0,3357843.0
TRSG,Tungray Technologies Inc.,Singapore,NCM,USD,,11793485.0,1625373.0,18479440.0
KWIK,"KwikClick, Inc.",,,,,3892960.0,1625700.0,8369864.0
NUWE,"Nuwellis, Inc.",United States,NCM,USD,,902665.0,1632275.0,1841436.0
IROQ,"IF Bancorp, Inc.",United States,NCM,USD,,3240867.0,1634078.0,87276576.0
FIEE,"FiEE, Inc.",Hong Kong,NCM,USD,,6295961.0,1639594.0,17376856.0
JL,J-Long Group Limited,Hong Kong,NCM,USD,,1652701.0,1652703.0,23585872.0
BRID,Bridgford Foods Corporation,United States,NGM,USD,,9076832.0,1658156.0,69800848.0
ELSE,"Electro-Sensors, Inc.",United States,NCM,USD,,3480521.0,1668144.0,14687798.0
XAGE,"Longevity Health Holdings, Inc.",,,,,1781738.0,1668277.0,783964.0
HFBL,"Home Federal Bancorp, Inc. of Louisiana",United States,NCM,USD,,3088261.0,1672598.0,51234252.0
WSTNU,Westin Acquisition Corp,Singapore,NCM,USD,,,1672633.0,
BCTXZ,BriaCell Therapeutics Corp.,Canada,NCM,USD,,,1674529.0,
BCTX,BriaCell Therapeutics Corp.,Canada,NCM,USD,,1883906.0,1674529.0,14972310.0
BCTXW,BriaCell Therapeutics Corp.,Canada,NCM,USD,,,1674529.0,
ACFN,"Acorn Energy, Inc.",United States,NCM,USD,,2504626.0,1677373.0,38070316.0
SNOA,"Sonoma Pharmaceuticals, Inc.",United States,NCM,USD,,1701076.0,1680136.0,6140884.0
